lexicog.UsageExample	lexinfo.note	rdfs.label	rdfs.value.la	rdfs.value.pt	skos.note
usageExample:n27892.sg01.s99.u03	Cic.	sinus soluere	 Sinus solvere 	 Destraçar - se , deixar cahir o vestido 	
usageExample:n27892.sg01.s99.u04	Cic.	in sinu gaudere	 In sinu gaudere 	 Alegrar - se dentro de si mesmo 	
usageExample:n27892.sg01.s99.u05	Sen. Trag.	sinum bonis subducere	 Sinum bonis subducere 	 Recusar os bens , que se nos offerecem 	
usageExample:n27920.sg01.s99.u01	Cic.	sistere se	 Sistere se 	 Apresentar - se , mostrar - se em algum lugar 	
usageExample:n27920.sg01.s99.u02	Liv.	sistere gradum	 Sistere gradum 	 Parar 	
usageExample:n27920.sg01.s99.u03	Plin.	sistere sanguinem	 Sistere sanguinem 	 Estancar , fazer vedar o sangue 	
usageExample:n27920.sg01.s99.u04	Cic.	sistere uadimonium	 Sistere vadimonium 	 Apresentar - se em juizo 	
usageExample:n27961.sg01.s99.u01	Stat.	sobria rura	 Sobria rura 	 Campos , em que naõ ha cepas 	
usageExample:n27961.sg01.s99.u02	Mart.	sobria uerba	 Sobria verba 	 Palavras ditas com prudencia 	
usageExample:n27967.sg01.s99.u01	Ovid.	socia tori	 Socia tori 	 Mulher casada 	
usageExample:n27969.sg01.s99.u01	Cic.	iudicium sociale	 Judicium sociale 	 Juizo , que se faz por causa dos alliados , ou socios 	
usageExample:n27977.sg01.s99.u01	Ovid.	sociare carmina neruis	 Sociare carmina nervis 	 Cantar ao som de algum instrumento 	
usageExample:n27977.sg01.s99.u02	Virg.	sociare se alicui uinclo iugali	 Sociare se alicui vinclo jugali 	 Casar - se com alguem 	
usageExample:n27977.sg01.s99.u03	Virg.	sociare aliquem urbe, & domo	 Sociare aliquem urbe , & domo 	 Admittir alguem na sua Cidade , e na sua casa para morar 	
usageExample:n27977.sg01.s99.u04	Tib.	sociare gaudia cum aliquo	 Sociare gaudia cum aliquo 	 Communicar a alguem os seus gostos 	
usageExample:n27979.sg01.s99.u01	Plaut.	socius ad malam rem	 Socius ad malam rem 	 Cumplice no delicto 	
usageExample:n27979.sg01.s99.u02	Ter.	socius in negotio	 Socius in negotio 	 Socio no negocio 	
usageExample:n27989.sg01.s99.u01	Cic.	solis defectio	 Solis defectio 	 Ecclipse do Sol . 	
usageExample:n27989.sg01.s99.u02	Ovid.	solis defectus	 Solis defectus 	 Ecclipse do Sol . 	
usageExample:n27989.sg01.s99.u03	Quinct.	solis labores	 Solis labores 	 Ecclipse do Sol 	
usageExample:n27989.sg01.s99.u04	Virg.	sole nouo	 Sole novo 	 De madrugada 	
usageExample:n27994.sg01.s99.u01	Cels.	solaris herba	 Solaris herba 	 Girasol , herva , e flor 	
usageExample:n28005.sg01.s99.u01	Cic.	soleae ligneae	 Soleae ligneae 	 Cepos , que se lansaõ aos criminosos 	
usageExample:n28023.sg01.s99.u01	Tib.	solicitare terram aratro	 Solicitare terram aratro 	 Lavrar a terra 	
usageExample:n28023.sg01.s99.u02	Ovid.	solicitare forem	 Solicitare forem 	 Abrir a porta 	
usageExample:n28023.sg01.s99.u03	Ovid.	solicitare feras arcu	 Solicitare feras arcu 	 Andar á caça das féras 	
usageExample:n28023.sg01.s99.u04	Ovid.	solicitare flamina pollice docto	 Solicitare flamina pollice docto 	 Tocar perfeitamente hum instrumento de cordas 	
usageExample:n28023.sg01.s99.u05	Liv.	solicitare pacem	 Solicitare pacem 	 Perturbar o socego 	
usageExample:n28025.sg01.s99.u01	Virg.	mare solicitum	 Mare solicitum 	 Mar levantado , inquieto 	
usageExample:n28034.sg01.s99.u01	Virg.	locare aliquem in solido	 Locare aliquem in solido 	 Pôr alguem em segurança 	
usageExample:n28034.sg01.s99.u02	Cic.	soluere suum solidum alicui	 Solvere suum solidum alicui 	 Pagar a divida por inteiro a alguem 	
usageExample:n28035.sg01.s99.u01	Sen. Tr.	solifera plaga	 Solifera plaga 	 Zona torrida 	
usageExample:n28049.sg01.s99.u01	abl. absoluto, que só se ajunta aos comp. Liv.	solito	 Solito 	 Mais que o ordinario , fóra do costume 	
usageExample:n28061.sg01.s99.u01	Cic.	solum uertere	 Solum vertere 	 Mudar o domicilio , ir desterrado 	
usageExample:n28064.sg01.s99.u01	Liv.	soluere obsidionem	 Solvere obsidionem 	 Levantar o sitio 	
usageExample:n28064.sg01.s99.u02	Virg.	soluere formidine terras	 Solvere formidine terras 	 Livrar as terras de temor 	
usageExample:n28064.sg01.s99.u03	Cic.	soluere ab aliquo, quod debet	 Solvere ab aliquo , quod debet 	 Pagar a divida a alguem 	
usageExample:n28064.sg01.s99.u04	Ter.	soluere uerbis	 Solvere verbis 	 Satisfazer com palavras 	
usageExample:n28064.sg01.s99.u05	Cels.	soluere ebrietatem	 Solvere ebrietatem 	 Dissipar a bebedice 	
usageExample:n28064.sg01.s99.u06	Tibul.	soluere uerba impia in deos	 Solvere verba impia in Deos 	 Vomitar blasfemias contra os Deozes 	
usageExample:n28064.sg01.s99.u07	Petr.	solui	 Solvi 	 Morrer 	
usageExample:n28064.sg01.s99.u08	Virg.	solui luctu	 Solvi luctu 	 Desfazer - se em pranto . 	
usageExample:n28064.sg01.s99.u09	Luc.	solui in lacrimas	 Solvi in lacrimas 	 Desfazer - se em pranto 	
usageExample:n28064.sg01.s99.u10	Cic.	soluendo esse	 Solvendo esse 	 Poder satisfazer ao que se está obrigado . 	
usageExample:n28064.sg01.s99.u11	Cic.	soluendo non esse	 Solvendo non esse 	 naõ poder satisfazer ao que se está obrigado 	
usageExample:n28080.sg01.s99.u01	Suet.	proflare somnum pectore	 Proflare somnum pectore 	 Roncar dormindo 	
usageExample:n28092.sg01.s99.u01	Virg.	sonat uox hominem	 Sonat vox hominem 	 A voz he de homem 	
usageExample:n28098.sg01.s99.u01	Plin.	sonticus morbus	 Sonticus morbus 	 Epilepsia , gota coral 	
usageExample:n28098.sg01.s99.u02	Tib.	sontica causa	 Sontica causa 	 Desculpa fundada sobre huma enfermidade , e por conseguinte legitima , e digna de se acceitar 	
usageExample:n28110.sg01.s99.u01	Liv.	sopitus ictu	 Sopitus ictu 	 Atordoado com a ferida 	
usageExample:n28110.sg01.s99.u02	Virg.	sopitus ignis	 Sopitus ignis 	 Fogo occulto , que naõ apparece 	
usageExample:n28117.sg01.s99.u01	Sen.	nauigia sorbentur	 Navigia sorbentur 	 Vaõ ao fundo dos navios 	
usageExample:n28144.sg01.s99.u01	Ovid.	ego fui saturni prima sors	 Ego fui Saturni prima sors 	 Eu fui a primeira filha de Saturno 	
usageExample:n28176.sg01.s99.u01	Virg.	spargere aqua	 Spargere aqua 	 Borrifar com agoa 	
usageExample:n28176.sg01.s99.u02	Virg.	spargere humum floribus	 Spargere humum floribus 	 Juncar o chaõ de flores 	
usageExample:n28201.sg01.s99.u01	Cic.	spatium academiae	 Spatium Academiae 	 Escola dos Academicos 	
usageExample:n28201.sg01.s99.u02	Cic.	spatium temporis	 Spatium temporis 	 Esoaço de tempo 	
usageExample:n28207.sg01.s99.u01	Plaut.	praeter speciem stultus es	 Praeter speciem stultus es 	 Es mais louco do que pareces 	
usageExample:n28217.sg01.s99.u01	Cic.	spectatio pecuniae	 Spectatio pecuniae 	 Exame da bondade do dinheiro , que se recebe 	
usageExample:n28222.sg01.s99.u01	Varr.	spectatus sum	 Spectatus sum 	 por Spectavi 	
usageExample:n28225.sg01.s99.u01	Cic.	quorsum spectat haec oratio?	 Quorsum spectat haec oratio ? 	 Aonde se encaminha este discurso ? 	
usageExample:n28236.sg01.s99.u01	Liv.	speculatoria nauigia	 Speculatoria navigia 	 Fragatas ligeiras para andar espiando 	
usageExample:n28255.sg01.s99.u01	Plaut.	sperare deos	 Sperare Deos 	 Ter confiança nos Deozes 	
usageExample:n28255.sg01.s99.u02	Virg.	sperare dolorem	 Sperare dolorem 	 Esperar com temor alguma cousa triste 	
usageExample:n28274.sg01.s99.u01	Varr.	spica mutica	 Spica mutica 	 Espiga sem praganas 	
usageExample:n28274.sg01.s99.u02	Ovid.	spica cilissa	 Spica Cilissa 	 Açafraõ trazido da Cilicia 	
usageExample:n28274.sg01.s99.u03	Vitr.	spicae testaceae	 Spicae testaceae 	 Tijolos compridos , e agudos para os pavimentos das casas 	
usageExample:n28275.sg01.s99.u01	Vitr.	spicatum pauimetum	 Spicatum pavimetum 	 Pavimento de tijolos compridos , e feitos em angulos 	
usageExample:n28309.sg01.s99.u01	Hor.	spiritus teter	 Spiritus teter 	 Máo bafo 	
usageExample:n28309.sg01.s99.u02	Virg.	spiritus attractus ab alto	 Spiritus attractus ab alto 	 Profundo suspiro 	
usageExample:n28309.sg01.s99.u03	Cic.	spiritum ducere	 Spiritum ducere 	 Respirar 	
usageExample:n28309.sg01.s99.u04	Vell. Pat.	spiritum reddere	 Spiritum reddere 	 Morrer , expirar 	
usageExample:n28309.sg01.s99.u05	Liv.	spiritum frangere	 Spiritum frangere 	 Abater o orgulho 	
usageExample:n28309.sg01.s99.u06	Cic.	spiritu diuino afflari	 Spiritu divino afflari 	 Ser inspirado do espirito de Deos 	
usageExample:n28309.sg01.s99.u07	Cic.	spiritu uno	 Spiritu uno 	 Sem tomar a respiraçaõ 	
usageExample:n28342.sg01.s99.u01	Liv.	spolia opima	 Spolia opima 	 Despojos , que hum capitaõ tira a outro 	
usageExample:n28402.sg01.s99.u01	Ovid.	tela squalentia ueneno	 Tela squalentia veneno 	 Lanças envenenadas , ou roxas por cousa de veneno 	
usageExample:n28427.sg01.s99.u01	Cat.	stabilia poma	 Stabilia poma 	 Frutas do tarde , que se conservaõ largo tempo na arvore 	
usageExample:n28427.sg01.s99.u02	Plaut.	stabile est	 Stabile est 	 He cousa estabelecida , he resoluçaõ tomada 	
usageExample:n28436.sg01.s99.u01	Plaut.	stabulum confidentiae nusquam est	 Stabulum confidentiae nusquam est 	 Naõ ha segurança em parte alguma 	
usageExample:n28436.sg01.s99.u02	Plaut.	stabulum nequitiae	 Stabulum nequitiae 	 Morada da maldade 	
usageExample:n28441.sg01.s99.u01	Vitr.	stadiata porticus	 Stadiata porticus 	 Portico , em que se exercitavaõ os Athletas como no estadio 	
usageExample:n28454.sg01.s99.u01	Plin.	stamineae uenae	 Stamineae venae 	 Vêas no páo tiradas ao comprido á maneira de fios 	
usageExample:n28462.sg01.s99.u01	Ter.	stataria comoedia	 Stataria comoedia 	 Comedia , em que ha pouca acçaõ , pouco cheia de affectos 	
usageExample:n28473.sg01.s99.u01	Varr. apud Non.	statiuae aquae	 Stativae aquae 	 Agoas encharcadas 	
usageExample:n28473.sg01.s99.u02	Cic.	statiuum praesidium	 Stativum praesidium 	 Presidio , que se reparte por certos lugares em segurança 	
usageExample:n28484.sg01.s99.u01	Suet.	fuit statura, quae iustam excederet	 Fuit statura , quae justam excederet 	 Foi de estatura mais que ordinaria 	
usageExample:n28485.sg01.s99.u01	Cic.	mentem e suo statu dimouere	 Mentem e suo statu dimovere 	 Fazer perder o juizo a alguem 	
usageExample:n28485.sg01.s99.u02	Cic.	deducere aliquem de statu uitae suae	 Deducere aliquem de statu vitae suae 	 Fazer tomar a alguem outro teor de vida 	
usageExample:n28486.sg01.s99.u01	Enn. apud Gell.	stata forma	 Stata forma 	 Formosura mediana 	
usageExample:n28488.sg01.s99.u01	Plaut.	statutus homo	 Statutus homo 	 Homem de grande estatura 	
usageExample:n28520.sg01.s99.u01	Plaut.	sterilis pecunia	 Sterilis pecunia 	 Dinheiro , de que se naõ tira lucro 	
usageExample:n28520.sg01.s99.u02	Plaut.	sterilis amator	 Sterilis amator 	 O que naõ tem que dar a quem ama 	
usageExample:n28520.sg01.s99.u03	Pers.	sterilis ueri	 Sterilis veri 	 O que naõ sabe a verdade 	
usageExample:n28524.sg01.s99.u01	Liv.	sternere locum saxis	 Sternere locum saxis 	 Calçar hum lugar 	
usageExample:n28524.sg01.s99.u02	Virg.	sternere se somno	 Sternere se somno 	 Deitar - se para dormir . 	
usageExample:n28524.sg01.s99.u03	Liv.	sternere corpora	 Sternere corpora 	 Deitar - se para dormir 	
usageExample:n28524.sg01.s99.u04	Virg.	sternere aliquem morti	 Sternere aliquem morti 	 Matar alguem 	
usageExample:n28524.sg01.s99.u05	Virg.	sternere corda mortalia	 Sternere corda mortalia 	 Abater os espiritos dos homens 	
usageExample:n28524.sg01.s99.u06	Lucr.	sternere sibi uiam	 Sternere sibi viam 	 Abrir - se caminho 	
usageExample:n28547.sg01.s99.u01	Juv.	stillare aliquid in aurem	 Stillare aliquid in aurem 	 Dizer alguma cousa ao ouvido 	
usageExample:n28560.sg01.s99.u01	Liv.	stipata phalanx	 Stipata phalanx 	 Esquadraõ condensado , unido em si mesmo 	
usageExample:n28562.sg01.s99.u01	Cic.	stipendiarium tributum	 Stipendiarium tributum 	 Tributo , ou renda certa , que sempre se paga , seja o ano fertil , ou esteril 	
usageExample:n28565.sg01.s99.u01	Tac.	stipendia pedibus facere	 Stipendia pedibus facere 	 Ser soldado infante 	
usageExample:n28565.sg01.s99.u02	Tac.	facere stipendia suis equis	 Facere stipendia suis equis 	 Militar com cavallos proprios 	
usageExample:n28565.sg01.s99.u03	Cic.	confectis stipendiis	 Confectis stipendiis 	 Havendo - se acabado o tempo da obrigaçaõ de ser soldado . 	
usageExample:n28565.sg01.s99.u04	Cic.	emeritis stipendiis	 emeritis stipendiis 	 Havendo - se acabado o tempo da obrigaçaõ de ser soldado 	
usageExample:n28568.sg01.s99.u01	Cic.	stipem cogere	 Stipem cogere 	 Mendigar , pedir esmolas . 	
usageExample:n28568.sg01.s99.u02	Suet.	stipem emendicare	 Stipem emendicare 	 Mendigar , pedir esmolas 	
usageExample:n28568.sg01.s99.u03	Plin.	stipem spargere	 Stipem spargere 	 Lançar dinheiro ao povo 	
usageExample:n28586.sg01.s99.u01	Sen.	stare in aequo alicui	 Stare in aequo alicui 	 Ser igual a alguem 	
usageExample:n28586.sg01.s99.u02	Cic.	stare ab aliquo	 Stare ab aliquo 	 Servir o partido , ou interesses de alguem . 	
usageExample:n28586.sg01.s99.u03	Liv.	stare cum aliquo	 Stare cum aliquo 	 Servir o partido , ou interesses de alguem . 	
usageExample:n28586.sg01.s99.u04	Quinct.	stare pro aliquo	 Stare pro aliquo 	 Servir o partido , ou interesses de alguem 	
usageExample:n28586.sg01.s99.u05	Nep.	stare in primis	 Stare in primis 	 Pelejar na primeira fileira 	
usageExample:n28586.sg01.s99.u06	Cic.	stare pulcherrime in senatu	 Stare pulcherrime in senatu 	 Ter huma grandissima autoridade no Senado 	
usageExample:n28586.sg01.s99.u07	Hor.	stat fabula	 Stat fabula 	 O drama tem hum feliz successo 	
usageExample:n28586.sg01.s99.u08	Virg.	puluere coelum stare uident	 Pulvere coelum stare vident 	 Vem encher - se o Ceo de poeira 	
usageExample:n28586.sg01.s99.u09	Liv.	uictoria multo sanguine ac uulneribus stetit	 Victoria multo sanguine ac vulneribus stetit 	 A victoria custou muito sangue , e feridas 	
usageExample:n28586.sg01.s99.u10	Ter.	per me non stat quominus, & c	 Per me non stat quominus , & c 	 Eu naõ embaraço que , & c 	
usageExample:n28586.sg01.s99.u11	Plaut.	quid stas?	 Quid stas ? 	 Porque estás sem fazer nada ? 	
usageExample:n28594.sg01.s99.u01	Hor.	stolata mulier	 Stolata mulier 	 Matrona , mulher rica , e nobre 	
usageExample:n28595.sg01.s99.u01	Plin.	stolide tumere	 Stolide tumere 	 Inchar - se excessivamente 	
usageExample:n28605.sg01.s99.u01	Plin.	stomachum alicui mouere	 Stomachum alicui movere 	 Revolver o estomago a alguem excitallo a vomito 	
usageExample:n28605.sg01.s99.u02	Cic.	stomachum alicui mouere.	 Stomachum alicui movere . 	 Encher alguem de colera , fazello agastar 	
usageExample:n28605.sg01.s99.u03	Cic.	alicui stomachum facere	 Alicui stomachum facere 	 Fazer irar a alguem 	
usageExample:n28605.sg01.s99.u04	Cic.	non tui stomachi	 Non tui stomachi 	 Naõ segundo o teu gosto , ou genio 	
usageExample:n28625.sg01.s99.u01	Stat.	strangulare diuitias in arca	 Strangulare divitias in arca 	 Ter o dinheiro fechado no cofre sem lhe dar uso algum 	
usageExample:n28625.sg01.s99.u02	Quinct.	strangulare sata	 Strangulare sata 	 Perder as searas com o muito vicio 	
usageExample:n28625.sg01.s99.u03	Plin.	strangulare sonitum	 Strangulare sonitum 	 Comprimir o som para que naõ saia todo 	
usageExample:n28648.sg01.s99.u01	Liv.	strepere aliquid	 Strepere aliquid 	 Dizer alguma cousa murmurando 	
usageExample:n28675.sg01.s99.u01	Cic.	strigosus orator	 Strigosus orator 	 Orador , cujos discursos saõ muito seccos 	
usageExample:n28676.sg01.s99.u01	Liv.	stringere ferrum in aliquem	 Stringere ferrum in aliquem 	 Desembainhar a espada para acometter alguem 	
usageExample:n28676.sg01.s99.u02	Virg.	stringere animum	 Stringere animum 	 Ferir , ou tocar o animo 	
usageExample:n28676.sg01.s99.u03	Hor.	stringere rem parentis ingluuie	 Stringere rem parentis ingluvie 	 Dispender o patrimonio em golodices 	
usageExample:n28701.sg01.s99.u01	Caes.	struere aciem	 Struere aciem 	 Formar hum exercito . 	
usageExample:n28701.sg01.s99.u02	Caes.	struere copias	 Struere copias 	 Formar hum exercito 	
usageExample:n28701.sg01.s99.u03	Cic.	struere odium in aliquem	 Struere odium in aliquem 	 Excitar o odio contra alguem 	
usageExample:n28701.sg01.s99.u04	Pers.	struere rem	 Struere rem 	 Ajuntar cabedal 	
usageExample:n28701.sg01.s99.u05	Liv.	struere mendacium	 Struere mendacium 	 Forjar huma mentira 	
usageExample:n28712.sg01.s99.u01	Ovid.	studium puellare	 Studium puellare 	 Divertimento , ou applicação de meninas 	
usageExample:n28712.sg01.s99.u02	Virg.	in studia contraria scinditur uulgus	 In studia contraria scinditur vulgus 	 O povo está dividido em diversos pareceres 	
usageExample:n28712.sg01.s99.u03	abl. abs. Cic.	studio	 Studio 	 De proposito 	
usageExample:n28769.sg01.s99.u01	Ter.	meum suauium	 Meum suavium 	 Meu amorzinho 	Termo de caricia.
usageExample:n28833.sg01.s99.u01	Ovid.	subdere calcar equo	 Subdere calcar equo 	 Picar o cavallo com a espora 	
usageExample:n28833.sg01.s99.u02	Liv.	subdere ignem, ac materiam seditioni	 Subdere ignem , ac materiam seditioni 	 Fomentar , dar forças a huma sediçaõ 	
usageExample:n28833.sg01.s99.u03	Tac.	subdere testamentum	 Subdere testamentum 	 Falsificar o testamento , accrescentar - lhe alguma cousa supposta 	
usageExample:n28839.sg01.s99.u01	Virg.	subducere lac agnis	 Subducere lac agnis 	 Privar os cordeiros do leite ordenhado das ovelhas 	
usageExample:n28839.sg01.s99.u02	Ter.	subducere se ex aliquo loco	 Subducere se ex aliquo loco 	 Esgueirar - se , apartar - se insensivelmente de algum lugar 	
usageExample:n28846.sg01.s99.u01	Col.	subire aleam	 Subire aleam 	 Expor - se a hum acaso 	
usageExample:n28846.sg01.s99.u02	Plin.	subire famam temeritatis	 Subire famam temeritatis 	 Passar por temerario 	
usageExample:n28846.sg01.s99.u03	Cic.	subire minus sermonis	 Subire minus sermonis 	 Dar menos que fallar de si 	
usageExample:n28846.sg01.s99.u04	Quinct.	subire iudicem	 Subire judicem 	 Insinuar - se no animo do Juiz , induzillo insensivelmente para o que se quer 	
usageExample:n28862.sg01.s99.u01	Plaut.	subiculum flagri	 Subiculum flagri 	 O que he açoitado frequentemente 	
usageExample:n28871.sg01.s99.u01	Plaut.	subigere aliquem maledictis	 Subigere aliquem maledictis 	 Vexar a alguem com injurias 	
usageExample:n28873.sg01.s99.u01	Virg.	subiicere corpus saltu in equum	 Subjicere corpus saltu in equum 	 Montar a cavallo de hum salto 	
usageExample:n28873.sg01.s99.u02	Ovid.	subiicere brachia collo	 Subjicere brachia collo 	 Lançar os braços ao pescoço 	
usageExample:n28873.sg01.s99.u03		subiicere ferro terram	 Subjicere ferro terram 	 Lavrar , ou cultivar a terra 	
usageExample:n28873.sg01.s99.u04	Cic.	subiicere alicui uerbo duas res	 Subjicere alicui verbo duas res 	 Dar duas significações a huma palavra 	
usageExample:n28895.sg01.s99.u01	Cat.	subiugia lora	 Subjugia lora 	 Apeiros , brochas , corrêas da canga , ou jugo 	
usageExample:n28906.sg01.s99.u01	Cic.	sublatio animi	 Sublatio animi 	 Soberba , altivez 	
usageExample:n28906.sg01.s99.u02	Quinct.	sublatio iudicii	 Sublatio judicii 	 Acçaõ de cassar , ou de destruir hum juizo 	
usageExample:n28922.sg01.s99.u01	Ovid.	sublimia pectora	 Sublimia pectora 	 Corações generosos 	
usageExample:n28929.sg01.s99.u01	Plaut.	sublinere os alicui	 Sublinere os alicui 	 Untar o rosto , ou pôr bigodes á alguem quando está dormindo 	
usageExample:n28929.sg01.s99.u02	prov.	sublinere os alicui.	 Sublinere os alicui . 	 Fazer zombaria de alguem , tello por tolo 	
usageExample:n28952.sg01.s99.u01	Col.	submittere faetum matri	 Submittere faetum matri 	 Metter hum filho alheio á mãi para que o crie como proprio 	
usageExample:n28952.sg01.s99.u02	Cic.	submittere se	 Submittere se 	 Humilhar - se , abater - se 	
usageExample:n28952.sg01.s99.u03	Ovid.	submittere latus in herbas	 Submittere latus in herbas 	 Deitar - se sobre as hervas 	
usageExample:n28952.sg01.s99.u04	Plin.	submittere genua	 Submittere genua 	 Dobrar os joelhos 	
usageExample:n28952.sg01.s99.u05	Cic.	submittere uocem	 Submittere vocem 	 Abaixar a voz , fallar baixo 	
usageExample:n28960.sg01.s99.u01	Cic.	submouere aliquem a maleficio	 Submovere aliquem a maleficio 	 Retirar alguem de alguma maldade 	
