ontolex.LexicalSense	lexicog.usageExample	lexinfo.frequency	lexinfo.note	rdfs.comment	rdfs.label.en	rdfs.label.la	rdfs.label.pt	skos.definition.la	skos.definition.pt	skos.note
lexicalSense:n25334.sg01.s01							Hũa aue que em Grego se chama onocratalo		 Hũa aue que em Grego se chama onocratalo 	
lexicalSense:n25335.sg01.s01							Empuxar		 Empuxar 	
lexicalSense:n25336.sg01.s01							A moo de mão		 A moo de mão 	
lexicalSense:n25337.sg01.s01							Cantar ho tordo		 Cantar ho tordo 	
lexicalSense:n25338.sg01.s01							A balança		 A balança 	
lexicalSense:n25339.sg01.s01							Pesar		 Pesar 	
lexicalSense:n25340.sg01.s01							Pesar a outrẽ polla mesma balança. s. fazer a outrẽ como elle faz		 Pesar a outrẽ polla mesma balança . s . fazer a outrẽ como elle faz 	
lexicalSense:n25341.sg01.s01										Isto se diraa ao homẽ de muyta justiça. que he mais justo que a balança.
lexicalSense:n25342.sg01.s01							Cousa cruel		 Cousa cruel 	
lexicalSense:n25343.sg01.s01							Tu		 Tu 	
lexicalSense:n25344.sg01.s01							De teu custume		 De teu custume 	
lexicalSense:n25345.sg01.s01							A trombeta. ou anafil		 A trombeta . ou anafil 	
lexicalSense:n25346.sg01.s01							O que as faz		 O que as faz 	
lexicalSense:n25347.sg01.s01							Ho inchaço. ou lobinho		 Ho inchaço . ou lobinho 	
lexicalSense:n25348.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n25349.sg01.s01							Cousa de muytas tubaras. ou inchaços		 Cousa de muytas tubaras . ou inchaços 	
lexicalSense:n25350.sg01.s01							Cada hũ está em seu lugar		 Cada hũ está em seu lugar 	
lexicalSense:n25351.sg01.s01							Quando vires a casa de teu vezinho arder. olha polla tua		 Quando vires a casa de teu vezinho arder . olha polla tua 	
lexicalSense:n25352.sg01.s01										Isto diremos a quem não quisermos ter ja por amigo. Tomou-se dos casados quando se quitam. que dizia o marido. Toma la ho teu dote. & vay-te embora.
lexicalSense:n25353.sg01.s01							Ho trombeteyro		 Ho trombeteyro 	
lexicalSense:n25354.sg01.s01							A trombeteyra		 A trombeteyra 	
lexicalSense:n25355.sg01.s01							Ho cano pera trazer agoa		 Ho cano pera trazer agoa 	
lexicalSense:n25356.sg01.s01							Ho alquadruz por onde vem agoa		 Ho alquadruz por onde vem agoa 	
lexicalSense:n25357.sg01.s01							Cousa comida de pressa		 Cousa comida de pressa 	
lexicalSense:n25358.sg01.s01						lurcinabũdus. 	Ho comilam. 	 lurcinabũdus . 	 Ho comilam . 	dixit Cato.
lexicalSense:n25359.sg01.s01							Ho colherão com que mexẽ		 Ho colherão com que mexẽ 	
lexicalSense:n25360.sg01.s01							Comouer. 		 Comouer . 	antiquum est.
lexicalSense:n25361.sg01.s01							Pisar. 		 Pisar . 	antiquum est.
lexicalSense:n25362.sg01.s01							Ho martelo		 Ho martelo 	
lexicalSense:n25363.sg01.s01							Defender. ou olhar		 Defender . ou olhar 	
lexicalSense:n25364.sg01.s01							A choupana		 A choupana 	
lexicalSense:n25365.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n25366.sg01.s01							Atuar. falar por tu		 Atuar . falar por tu 	
lexicalSense:n25367.sg01.s01							A defensam		 A defensam 	
lexicalSense:n25368.sg01.s01							Eu te pintarey como tu ês		 Eu te pintarey como tu ês 	
lexicalSense:n25369.sg01.s01							Entonces		 Entonces 	
lexicalSense:n25370.sg01.s01							Por derradeyro		 Por derradeyro 	
lexicalSense:n25371.sg01.s01							Ho prato. 		 Ho prato . 	antiquum est.
lexicalSense:n25372.sg01.s01							A tumba. ou sepultura		 A tumba . ou sepultura 	
lexicalSense:n25373.sg01.s01							Inchar-se		 Inchar - se 	
lexicalSense:n25374.sg01.s01							Cousa inchada		 Cousa inchada 	
lexicalSense:n25375.sg01.s01							Ho inchaço		 Ho inchaço 	
lexicalSense:n25376.sg01.s01							Cousa inchadinha		 Cousa inchadinha 	
lexicalSense:n25377.sg01.s01							A inchação		 A inchação 	
lexicalSense:n25378.sg01.s01							Enterrar. ou sepultar		 Enterrar . ou sepultar 	
lexicalSense:n25379.sg01.s01							A sepultura. ou outeyro		 A sepultura . ou outeyro 	
lexicalSense:n25380.sg01.s01							Cousa chea douteiros		 Cousa chea douteiros 	
lexicalSense:n25381.sg01.s01							Cousa chea de aluoroço		 Cousa chea de aluoroço 	
lexicalSense:n25382.sg01.s01							Cousa feyta de supeto & sem conselho		 Cousa feyta de supeto & sem conselho 	
lexicalSense:n25383.sg01.s01							Ho capitão elegido por conselho dos soldados. & nã por votos		 Ho capitão elegido por conselho dos soldados . & nã por votos 	
lexicalSense:n25384.sg01.s01							Ho aluoroço		 Ho aluoroço 	
lexicalSense:n25385.sg01.s01							Cousa chea de boliço & traquinada		 Cousa chea de boliço & traquinada 	
lexicalSense:n25386.sg01.s01							Fazer aluoroço		 Fazer aluoroço 	
lexicalSense:n25387.sg01.s01										Dir-se-ha dos que fazem as cousas fora de tẽpo. porque ho aluoroço da guerra he antes. & não despois.
lexicalSense:n25388.sg01.s01							Então		 Então 	
lexicalSense:n25389.sg01.s01							Tosar. ou pisar		 Tosar . ou pisar 	
lexicalSense:n25390.sg01.s01							Ho pelote		 Ho pelote 	
lexicalSense:n25391.sg01.s01							A saya		 A saya 	
lexicalSense:n25392.sg01.s01							A saya de malha		 A saya de malha 	
lexicalSense:n25393.sg01.s01							A camisa		 A camisa 	
lexicalSense:n25394.sg01.s01							Ho pelote cõ mãgas		 Ho pelote cõ mãgas 	
lexicalSense:n25395.sg01.s01							A vestidura dos triunfantes		 A vestidura dos triunfantes 	
lexicalSense:n25396.sg01.s01							A casca de tramoço		 A casca de tramoço 	
lexicalSense:n25397.sg01.s01							Mais perto está ho pelote que a capa. s. milhor he olhar eu pollo meu proueyto. que pollo dos outros		 Mais perto está ho pelote que a capa . s . milhor he olhar eu pollo meu proueyto . que pollo dos outros 	
lexicalSense:n25398.sg01.s01							Cousa que traz pelote		 Cousa que traz pelote 	
lexicalSense:n25399.sg01.s01							Vestir pelote. 		 Vestir pelote . 	Antiquũ est.
lexicalSense:n25400.sg01.s01							Ho pelotinho. ou cobertura de qualquer cousa		 Ho pelotinho . ou cobertura de qualquer cousa 	
lexicalSense:n25401.sg01.s01							De tua propria cõdiçã		 De tua propria cõdiçã 	
lexicalSense:n25402.sg01.s01							Olhar		 Olhar 	
lexicalSense:n25403.sg01.s01							A companha. ou turuação		 A companha . ou turuação 	
lexicalSense:n25404.sg01.s01							Mais turuadamẽte		 Mais turuadamẽte 	
lexicalSense:n25405.sg01.s01							A reuolta de gente sem ordẽ		 A reuolta de gente sem ordẽ 	
lexicalSense:n25406.sg01.s01							Ho pee de vento		 Ho pee de vento 	
lexicalSense:n25407.sg01.s01							Cousa de pee de vẽto		 Cousa de pee de vẽto 	
lexicalSense:n25408.sg01.s01							Turuar. ou emburulhar		 Turuar . ou emburulhar 	
lexicalSense:n25409.sg01.s01							A turuação		 A turuação 	
lexicalSense:n25410.sg01.s01							Cousa turua. ou emburulhada		 Cousa turua . ou emburulhada 	
lexicalSense:n25411.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n25412.sg01.s01							Turuadamente		 Turuadamente 	
lexicalSense:n25413.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n25414.sg01.s01							Turuar. ou emburulhar		 Turuar . ou emburulhar 	
lexicalSense:n25415.sg01.s01							Fazer agudo		 Fazer agudo 	
lexicalSense:n25416.sg01.s01							Cousa feyta a maneyra de pião		 Cousa feyta a maneyra de pião 	
lexicalSense:n25417.sg01.s01							Cousa feyta â mesma maneyra		 Cousa feyta â mesma maneyra 	
lexicalSense:n25418.sg01.s01							A turba		 A turba 	
lexicalSense:n25419.sg01.s01							Ho turco		 Ho turco 	
lexicalSense:n25420.sg01.s01							A turquia		 A turquia 	
lexicalSense:n25421.sg01.s01							Cousa de turco		 Cousa de turco 	
lexicalSense:n25422.sg01.s01							Ho tordo		 Ho tordo 	
lexicalSense:n25423.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n25424.sg01.s01										Dir-se-ha do que palra muyto. & nada ouue do que dizẽ dele. porque ho tordo he surdo de natureza. & palra muyto.
lexicalSense:n25425.sg01.s01							Ho tordo caga seu mal. 		 Ho tordo caga seu mal . 	Dir-se-ha dos que sam causa de sua perdição. porque ho tordo come ho visco em erua. & despois que ho caga se faz dali ho visco verdadeyro com que ho tomam.
lexicalSense:n25426.sg01.s01							Inchar-se		 Inchar - se 	
lexicalSense:n25427.sg01.s01							Cousa inchada		 Cousa inchada 	
lexicalSense:n25428.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n25429.sg01.s01							Inchadamente		 Inchadamente 	
lexicalSense:n25430.sg01.s01							Ho inchação		 Ho inchação 	
lexicalSense:n25431.sg01.s01							Ho renouo da aruore		 Ho renouo da aruore 	
lexicalSense:n25432.sg01.s01							A gente de caualo		 A gente de caualo 	
lexicalSense:n25433.sg01.s01							Com gẽte de caualo		 Com gẽte de caualo 	
lexicalSense:n25434.sg01.s01							Cousa de gẽte de caualo		 Cousa de gẽte de caualo 	
lexicalSense:n25435.sg01.s01							Cousa fea. ou torpe		 Cousa fea . ou torpe 	
lexicalSense:n25436.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n25437.sg01.s01							A torpeza. ou fealdade		 A torpeza . ou fealdade 	
lexicalSense:n25438.sg01.s01							Torpemente		 Torpemente 	
lexicalSense:n25439.sg01.s01							Fazer-se feo		 Fazer - se feo 	
lexicalSense:n25440.sg01.s01							Ho mao ganho		 Ho mao ganho 	
lexicalSense:n25441.sg01.s01										Isto se diraa quando hum quiser fazer algũa cousa. mouido por exempro de outrem. como fez Aristoteles. auendo enueja da grande fama que Isocrates ganhaua por leer Rhetorica. ho qual disse assi. Fea cousa he calar. como quẽ diz. Se Isocrates lêr. como nã farey eu outro tanto.
lexicalSense:n25442.sg01.s01							Mâ cousa he vangloriar-se		 Mâ cousa he vangloriar - se 	
lexicalSense:n25443.sg01.s01							Affear a outrem		 Affear a outrem 	
lexicalSense:n25444.sg01.s01							A torre		 A torre 	
lexicalSense:n25445.sg01.s01							A torre da madeyra pera combater		 A torre da madeyra pera combater 	
lexicalSense:n25446.sg01.s01							Cousa que traz torres		 Cousa que traz torres 	
lexicalSense:n25447.sg01.s01							Cousa que tem torres		 Cousa que tem torres 	
lexicalSense:n25448.sg01.s01							A torrezinha		 A torrezinha 	
lexicalSense:n25449.sg01.s01							A rola aue		 A rola aue 	
lexicalSense:n25450.sg01.s01										Isto se diraa ao que muyto palra. porque a rola de contino geme.
lexicalSense:n25451.sg01.s01							A sopa. ou mecha pera curar feridas		 A sopa . ou mecha pera curar feridas 	
lexicalSense:n25452.sg01.s01							Tosser		 Tosser 	
lexicalSense:n25453.sg01.s01							A tosse		 A tosse 	
lexicalSense:n25454.sg01.s01							A tossinha		 A tossinha 	
lexicalSense:n25455.sg01.s01							Cousa que tem tosse		 Cousa que tem tosse 	
lexicalSense:n25456.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n25457.sg01.s01										Dir-se-ha do que disimula hũa cousa com outra. como faz o que he achado com molher casada. diz que vinha comprar algũa cousa. Tomou-se do que querendo dar traque faz que tosse pera disimular.
lexicalSense:n25458.sg01.s01							A defensam		 A defensam 	
lexicalSense:n25459.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n25460.sg01.s01							A defensam. ou tituria		 A defensam . ou tituria 	
lexicalSense:n25461.sg01.s01							Cousa de defensam		 Cousa de defensam 	
lexicalSense:n25462.sg01.s01		lexinfo:rarelyUsed					Ho defensor. 		 Ho defensor . 	rarum est.
lexicalSense:n25463.sg01.s01							Defender		 Defender 	
lexicalSense:n25464.sg01.s01							Seguramente		 Seguramente 	
lexicalSense:n25465.sg01.s01							A touca vermelha que as molheres dos Flamines sacerdotes leuauam na cabeça		 A touca vermelha que as molheres dos Flamines sacerdotes leuauam na cabeça 	
lexicalSense:n25466.sg01.s01							Ho titor		 Ho titor 	
lexicalSense:n25467.sg01.s01							Cousa segura		 Cousa segura 	
lexicalSense:n25468.sg01.s01							Cousa de titor		 Cousa de titor 	
lexicalSense:n25469.sg01.s01							Tu ordenaste isto. tu o as de pagar. 		 Tu ordenaste isto . tu o as de pagar . 	Tomou-se do gral em que os rusticos pisam os alhos. que quẽ os mal pisa esse os come.
lexicalSense:n25470.sg01.s01							Tu mesmo es a lebre & desejas polpa. 		 Tu mesmo es a lebre & desejas polpa . 	Dir-se-ha do que tem a cousa & anda a buscando. porque a Lebre tẽ a milhor polpa que pode ser. Tirou-se do prouerbio Grego. Lepus carnes desiderat.
lexicalSense:n25471.sg01.s01										Dir-se-ha do que diz a outro ho que elle bem sabe.
lexicalSense:n25472.sg01.s01							Os mares de Tiro. 		 Os mares de Tiro . 	Dir-se-ha da cousa perigosa & chea de reuolta. porque os carteginenses naturais de Tyro poderosos por mar faziã perjuyzo a todos os nauegantes.
lexicalSense:n25473.sg01.s01							Ho repouso. ou ho ocio		 Ho repouso . ou ho ocio 	
lexicalSense:n25474.sg01.s01							Cousa ociosa		 Cousa ociosa 	
lexicalSense:n25475.sg01.s01							A vaca		 A vaca 	
lexicalSense:n25476.sg01.s01							A vaquinha		 A vaquinha 	
lexicalSense:n25477.sg01.s01							Cousa de vaca		 Cousa de vaca 	
lexicalSense:n25478.sg01.s01							A estaca		 A estaca 	
lexicalSense:n25479.sg01.s01		lexinfo:rarelyUsed					Estar vago. 		 Estar vago . 	rarum est.
lexicalSense:n25480.sg01.s01							Ho zambro dos pès		 Ho zambro dos pès 	
lexicalSense:n25481.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n25482.sg01.s01										Se dirá das bestas zãbras.
lexicalSense:n25483.sg01.s01							Vanguejar		 Vanguejar 	
lexicalSense:n25484.sg01.s01							Ho vanguejar		 Ho vanguejar 	
lexicalSense:n25485.sg01.s01							A violeta preta		 A violeta preta 	
lexicalSense:n25486.sg01.s01							Estar ocioso. ou desacupado		 Estar ocioso . ou desacupado 	
lexicalSense:n25487.sg01.s01							Carecer		 Carecer 	
lexicalSense:n25488.sg01.s01							Dar obra. ou trabalhar. 		 Dar obra . ou trabalhar . 	cum datiuo.
lexicalSense:n25489.sg01.s01							Vazar		 Vazar 	
lexicalSense:n25490.sg01.s01							Cousa vazia. ou desacupada		 Cousa vazia . ou desacupada 	
lexicalSense:n25491.sg01.s01							A desacupação		 A desacupação 	
lexicalSense:n25492.sg01.s01							Ho vazar		 Ho vazar 	
lexicalSense:n25493.sg01.s01										Dir-se-ha do que mostra grande manificencia. & de dentro he tudo nada. como quem mora em casa vazia.
lexicalSense:n25494.sg01.s01							A fiança		 A fiança 	
lexicalSense:n25495.sg01.s01							Yr		 Yr 	
lexicalSense:n25496.sg01.s01		lexinfo:rarelyUsed					Passar ho vao. 		 Passar ho vao . 	rarum est.
lexicalSense:n25497.sg01.s01							Fiar a pessoa. ou citar		 Fiar a pessoa . ou citar 	
lexicalSense:n25498.sg01.s01							Ho vao do rio. ou mar		 Ho vao do rio . ou mar 	
lexicalSense:n25499.sg01.s01							Ho bayxio do mar		 Ho bayxio do mar 	
lexicalSense:n25500.sg01.s01							A fiança. ou citação		 A fiança . ou citação 	
lexicalSense:n25501.sg01.s01							Cousa chea de vaos		 Cousa chea de vaos 	
lexicalSense:n25502.sg01.s01							Cousa sem siso		 Cousa sem siso 	
lexicalSense:n25503.sg01.s01							A doudice		 A doudice 	
lexicalSense:n25504.sg01.s01							Doudamente		 Doudamente 	
lexicalSense:n25505.sg01.s01							Cousa não grande		 Cousa não grande 	
lexicalSense:n25506.sg01.s01							Cousa rija & forte		 Cousa rija & forte 	
lexicalSense:n25507.sg01.s01							A rijeza		 A rijeza 	
lexicalSense:n25508.sg01.s01							Rijamente		 Rijamente 	
lexicalSense:n25509.sg01.s01							Cousa douda		 Cousa douda 	
lexicalSense:n25510.sg01.s01							A doudice		 A doudice 	
lexicalSense:n25511.sg01.s01							Comer		 Comer 	
lexicalSense:n25512.sg01.s01							Cousa que se pode comer		 Cousa que se pode comer 	
lexicalSense:n25513.sg01.s01							Cousa delgada & piquena		 Cousa delgada & piquena 	
lexicalSense:n25514.sg01.s01							Cousa astuta & recatada		 Cousa astuta & recatada 	
lexicalSense:n25515.sg01.s01							cousa muyto sagaz		 cousa muyto sagaz 	
lexicalSense:n25516.sg01.s01							A sagacidade		 A sagacidade 	
lexicalSense:n25517.sg01.s01							Recatadamente		 Recatadamente 	
lexicalSense:n25518.sg01.s01							A baynha		 A baynha 	
lexicalSense:n25519.sg01.s01							Andar vagabundo		 Andar vagabundo 	
lexicalSense:n25520.sg01.s01							Cousa vagabunda		 Cousa vagabunda 	
lexicalSense:n25521.sg01.s01							Chorar ho menino		 Chorar ho menino 	
lexicalSense:n25522.sg01.s01							Chiar ho coelho. ou cabrito		 Chiar ho coelho . ou cabrito 	
lexicalSense:n25523.sg01.s01							Ho choro do menino		 Ho choro do menino 	
lexicalSense:n25524.sg01.s01							Muyto		 Muyto 	
lexicalSense:n25525.sg01.s01							Estar de saude. ou valer		 Estar de saude . ou valer 	
lexicalSense:n25526.sg01.s01							Cousa poderosa		 Cousa poderosa 	
lexicalSense:n25527.sg01.s01							Ho poderio. ou cidade de Valença		 Ho poderio . ou cidade de Valença 	
lexicalSense:n25528.sg01.s01							Poderosamente		 Poderosamente 	
lexicalSense:n25529.sg01.s01							Cousa valente		 Cousa valente 	
lexicalSense:n25530.sg01.s01							Hum genero de aguia		 Hum genero de aguia 	
lexicalSense:n25531.sg01.s01							A erua benta		 A erua benta 	
lexicalSense:n25532.sg01.s01							Está valente como lutador		 Está valente como lutador 	
lexicalSense:n25533.sg01.s01										Isto diremos quando apagarmos a candea. Fica-te embora lume agradauel. Este dito foy de hũa velha. que querendo dormir com hum mancebo de noyte. apagou a candea. por lhe não vêr o rosto.
lexicalSense:n25534.sg01.s01										Isto dirâ qualquer homem. que enfadado de ingratos & desconhecidos. não quer amigos nem immigos. dizendo. Vâ-se embora quẽ me ama & quem me não ama. Dixe Tymon Misantropo. acerca de Luciano.
lexicalSense:n25536.sg01.s01							Os sãos dam bons conselhos aos doentes		 Os sãos dam bons conselhos aos doentes 	
lexicalSense:n25537.sg01.s01							Estar rijo & bem desposto		 Estar rijo & bem desposto 	
lexicalSense:n25538.sg01.s01							A boa. ou maa desposiçam		 A boa . ou maa desposiçam 	
lexicalSense:n25539.sg01.s01							Ho zambro		 Ho zambro 	
lexicalSense:n25540.sg01.s01							Doença das pernas		 Doença das pernas 	
lexicalSense:n25541.sg01.s01							Confirmar. ou fazer firme algũa cousa		 Confirmar . ou fazer firme algũa cousa 	
lexicalSense:n25542.sg01.s01							Cousa doente		 Cousa doente 	
lexicalSense:n25543.sg01.s01							A enfermaria		 A enfermaria 	
lexicalSense:n25544.sg01.s01							Cousa valente & saã		 Cousa valente & saã 	
lexicalSense:n25545.sg01.s01							A porta		 A porta 	
lexicalSense:n25546.sg01.s01							Cousa de muytas portas		 Cousa de muytas portas 	
lexicalSense:n25547.sg01.s01							Ho fole onde nacem os grãos. ou feyjões		 Ho fole onde nacem os grãos . ou feyjões 	
lexicalSense:n25548.sg01.s01							Cousa de muytos pausinhos. ou estacas		 Cousa de muytos pausinhos . ou estacas 	
lexicalSense:n25549.sg01.s01							Ho vale		 Ho vale 	
lexicalSense:n25550.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n25551.sg01.s01							Cousa de vale		 Cousa de vale 	
lexicalSense:n25552.sg01.s01							Perecer		 Perecer 	
lexicalSense:n25553.sg01.s01							A cerca. ou valado		 A cerca . ou valado 	
