lexicog.UsageExample	lexinfo.note	rdfs.label	rdfs.value.la	rdfs.value.pt	skos.note
usageExample:n2703.sg01.s01.u01		mortem sceleri praeoptare debemus	 Mortem sceleri praeoptare debemus 		i, anteponere.
usageExample:n2704.sg01.s01.u01		formicae praeparant cibos ad hyemem, uel hyemi	 Formicae praeparant cibos ad hyemem , vel hyemi 		
usageExample:n2706.sg01.s01.u01		imperatorem bello praeponere	 Imperatorem bello praeponere 		i, praeficere.
usageExample:n2712.sg01.s99.u01		in praesenti, uel praesentia, uel praesentiarum	 in praesenti , vel praesentia , vel praesentiarum 	 agora 	id est, praesenti tempore
usageExample:n2712.sg01.s99.u02		uenire in rem praesentem	 venire in rem praesentem 	 vir ao ponto da questaõ 	
usageExample:n2718.sg01.s01.u01		aristoteles omnibus ingenio praestitit, uel omnes	 Aristoteles omnibus ingenio praestitit , vel omnes 		
usageExample:n2718.sg01.s01.u02		honore, & aetare praestare	 Honore , & aetare praestare 		
usageExample:n2718.sg01.s03.u01		praestare se diligentem	 Praestare se diligentem 		
usageExample:n2718.sg01.s03.u02		praestare munus suum, operam, & c	 praestare munus suum , operam , & c 		
usageExample:n2718.sg01.s04.u01		praestare, euentum, damnum, culpam, promissum alienum, fidem, & c	 Praestare , eventum , damnum , culpam , promissum alienum , fidem , & c 		
usageExample:n2718.sg02.s01.u01		uir grauitate omnibus praestans	 Vir gravitate omnibus praestans 		
usageExample:n2718.sg02.s01.u02		ualetudine, uiribus, animo praestans	 Valetudine , viribus , animo praestans 		
usageExample:n2718.sg02.s01.u03		praestans animi	 Praestans animi 		
usageExample:n2718.sg10.s01.u01		praestat millies mori, quam peccare	 Praestat millies mori , quam peccare 		
usageExample:n2718.sg10.s01.u02		tacere praestat philosophis, quàm loqui	 Tacere praestat Philosophis , quàm loqui 		
usageExample:n2722.sg01.s01.u01		prae laetitia lacrymae praesiliunt mihi	 Prae laetitia lacrymae praesiliunt mihi 		
usageExample:n2725.sg01.s02.u01		praeter oculos	 Praeter oculos 		
usageExample:n2725.sg01.s02.u02		praeter ora	 Praeter ora 		
usageExample:n2726.sg01.s99.u01		praeterquamquòd	 Praeterquamquòd 	 tirando que 	
usageExample:n2727.sg01.s01.u01		littora curuae praetexunt puppes	 Littora curvae praetexunt puppes 		
usageExample:n2727.sg01.s01.u02		caelum caligine praetexere	 Caelum caligine praetexere 		
usageExample:n2727.sg01.s01.u03		coeptum dictis, & culpam honesto nomine praetexuit	 Coeptum dictis , & culpam honesto nomine praetexuit 		
usageExample:n2727.sg01.s03.u01		difficultatis patrocinia praeteximus segnitiae	 Difficultatis patrocinia praeteximus segnitiae 		sed hoc rarò
usageExample:n2727.sg01.s03.u02		segnitiam difficultate praetexere	 Segnitiam difficultate praetexere 	 encobrir a negligencia , e froxidaõ com a difficuldade 	
usageExample:n2728.sg01.s01.u01		excusare crimen praetextu ignorantiae	 Excusare crimen praetextu ignorantiae 	 com pretexto , ou capa de ignorancia 	
usageExample:n2728.sg10.s01.u01		toga praetexta	 Toga praetexta 		cui purpura praetexebatur, toga bordada ao redor de purpura, da qual usavaõ athé os 16. annos os moços nobres Romanos, qui inde Praetextati dicebantur
usageExample:n2730.sg01.s02.u01		praeuaricari accusatori	 Praevaricari accusatori 	 fazer pacto com o accusador ajudando - o , quem devia defender , e patrocinar ao réo 	
usageExample:n2733.sg01.s01.u01		prandere olus	 Prandere olus 		
usageExample:n2735.sg01.s99.u01		discedenti bene precari	 discedenti bene precari 	 rogar bem ao que se aparta , dar boa viagem 	
usageExample:n2735.sg01.s99.u02		malè, uel mala alicui precari	 malè , vel mala alicui precari 	 rogar mal , lançar pragas 	
usageExample:n2737.sg01.s99.u01		facta premunt annos	 Facta premunt annos 		i, superant
usageExample:n2737.sg01.s99.u02		aere alieno premi	 aere alieno premi 	 estar carregado de dividas 	
usageExample:n2737.sg01.s99.u03		pugnare pede presso	 pugnare pede presso 	 a pé quedo 	
usageExample:n2737.sg01.s99.u04		aliquem pressum premere	 aliquem pressum premere 	 pisar a couces 	
usageExample:n2743.sg20.s01.u01		primores digiti, uel nares	 Primores digiti , vel nares 	 pontas dos dedos , ou narizes 	
usageExample:n2743.sg20.s01.u02		primoribus labris	 Primoribus labris 	 com as pontas dos beiços 	
usageExample:n2743.sg20.s01.u03		primoribus labris aliquid gustare, uel attingere	 Primoribus labris aliquid gustare , vel attingere 	 gostar , tocar , ou experimentar alguma cousa levemente pela rama 	quod barbarè dicunt superficialiter
usageExample:n2744.sg01.s99.u01		facilè princeps	 Facilè princeps 	 sem duvida o principal 	
usageExample:n2746.sg01.s99.u01		priuare aliquem communi luce	 Privare aliquem communi luce 		i, vitâ.
usageExample:n2748.sg01.s01.u01		pro comperto, uel explorato	 Pro comperto , vel explorato 	 por cousa certa , e averiguada 	
usageExample:n2748.sg01.s02.u01		pro certo negare, uel dicere	 Pro certo negare , vel dicere 	 negar , ou dizer como certo 	
usageExample:n2748.sg01.s03.u01		hasta posita pro aede iouis	 Hasta posita pro aede Jovis 	 posta diante do templo 	
usageExample:n2748.sg01.s04.u01		pro tribunali	 Pro tribunali 	 no tribunal 	
usageExample:n2748.sg01.s05.u01		pro tempore, pro meis uiribus	 Pro tempore , pro meis viribus 	 conforme o tempo , segundo minhas forças 	
usageExample:n2748.sg01.s99.u01		pro eo ac, pro eo atque	 Pro eo ac , pro Eo atque 	 como 	i, perinde, ut
usageExample:n2748.sg01.s99.u02		hoc pro eo habendum est, atque, uel ac si factum esset	 Hoc pro eo habendum est , atque , vel ac si factum esset 	 como se fosse feito 	
usageExample:n2748.sg01.s99.u03		pro uirili parte	 Pro virili parte 	 conforme as forças 	id est pro viribus
usageExample:n2750.sg01.s99.u01		obuiam alicui procedere	 Obviam alicui procedere 	 sair ao encontro 	
usageExample:n2750.sg01.s99.u02		procedunt stipendia militibus	 Procedunt stipendia militibus 	 vaõ correndo as pagas dos soldados 	
usageExample:n2750.sg01.s99.u03		bene tibi processit	 Bene tibi processit 		i, accidit.
usageExample:n2753.sg01.s01.u01		per procliue pelli	 Per proclive pelli 	 ser empurrado por ladeira abaixo 	
usageExample:n2753.sg01.s03.u01		hoc tibi procliue, uel in procliui est	 Hoc tibi proclive , vel in proclivi est 	 facil te he de fazer isto 	
usageExample:n2753.sg01.s03.u02		dictu procliue est	 Dictu proclive est 	 he facil de se dizer 	
usageExample:n2754.sg01.s01.u01		procul dubio, longe de duuida	 Procul dubio , longe de duvida 		i, certamente
usageExample:n2762.sg01.s01.u01		dies profesti	 Dies profesti 	 dias de fazer 	
usageExample:n2764.sg01.s99.u01		proficisci ex, uel ab aliquo	 Proficisci ex , vel ab aliquo 	 trazer origem 	
usageExample:n2765.sg01.s99.u01		profiteri artem aliquam	 Profiteri artem aliquam 	 ensinar publicamente 	
usageExample:n2765.sg01.s99.u02		bona, uel nomen apud magistratum	 bona , vel nomen apud Magistratum 	 fazer assento da fazenda , etc 	
usageExample:n2767.sg01.s01.u01		domo, è, uel ex domo aliquem eiicere	 Domo , è , vel ex domo aliquem ejicere 		
usageExample:n2767.sg01.s01.u02		profugiunt dominos serui	 profugiunt dominos servi 		apud Curt.
usageExample:n2769.sg01.s99.u01		profundere uires animi, & ingenii	 Profundere vires animi , & ingenii 	 por toda a força 	
usageExample:n2772.sg01.s02.u01		prohibere aliquem ab iniuria	 Prohibere aliquem ab injuria 		
usageExample:n2772.sg01.s02.u02		rempublicam à periculo, uel iniuriam ab aliquo	 Rempublicam à periculo , vel injuriam ab aliquo 		
usageExample:n2772.sg01.s02.u03		periculum â rep. prohibere, milites à pugna, uim hostium ab oppidis, praedones ab insula, & c	 Periculum â Rep . prohibere , milites à pugna , vim hostium ab oppidis , praedones ab insula , & c 		
usageExample:n2772.sg01.s02.u04		nemini prohibeas parentes meos	 Nemini prohibeas parentes meos 		
usageExample:n2777.sg01.s01.u01		elephanti duo dentes ore prominent	 Elephanti duo dentes ore prominent 		
usageExample:n2777.sg01.s99.u01		prominere in memoriam, ac potestatem	 Prominere in memoriam , ac potestatem 		i, extendi.
usageExample:n2779.sg01.s99.u01		promittere barbam	 Promittere barbam 	 deixar crescer a barba 	
usageExample:n2781.sg01.s01.u01		id in promptu est	 Id in promptu est 	 he facil , claro , e manifesto 	
usageExample:n2781.sg01.s01.u02		in promptu aliquid ponere	 in promptu aliquid ponere 	 manifestar , descobrir 	
usageExample:n2781.sg01.s01.u03		in promptu aliquid habere	 in promptu aliquid habere 	 ter alguma cousa bem na memôria , e maõ , ou ter prompta a memoria de alguma cousa 	
usageExample:n2782.sg01.s99.u01		promptum est fingere, dicere	 Promptum est fingere , dicere 	 he facil fingir , etc 	
usageExample:n2782.sg10.s01.u01		promptus linguâ ad detrahendum, ingenio ad omnia promptus	 Promptus linguâ ad detrahendum , ingenio ad omnia promptus 	 expedito na lingua , etc . prompto no engenho para tudo 	
usageExample:n2793.sg01.s99.u01		hoc propius uero est	 Hoc propius vero est 	 he mais verosimil 	
usageExample:n2799.sg01.s99.u01		proptereaquod	 Proptereaquod 	 porque 	
usageExample:n2801.sg01.s02.u01		prosequi aliquem amore, honore, laudibus, beneficiis, odio, contumeliis, lacrymis, & c	 Prosequi aliquem amore , honore , laudibus , beneficiis , odio , contumeliis , lacrymis , & c 		
usageExample:n2805.sg01.s99.u01		prospicere senectutem	 Prospicere senectutem 	 ir chegando á velhice 	
usageExample:n2808.sg01.s99.u01		prouehere aliquem ad dignitatem	 provehere aliquem ad dignitatem 	 levantar 	
usageExample:n2808.sg10.s01.u01		prouectus aetate, uel prouectà aetate homo	 Provectus aetate , vel Provectà aetate homo 	 que vay declinando para a velhice 	
usageExample:n2814.sg01.s01.u01		suapte naturâ	 Suapte naturâ 	 por sua mesma natureza 	
usageExample:n2814.sg01.s01.u02		suopte ingenio, & c	 suopte ingenio , & c 		
usageExample:n2821.sg01.s99.u01		pugnare pugnam, uel praelium	 Pugnare pugnam , vel praelium 	 dar batalha 	
usageExample:n2821.sg01.s99.u02		hoc pugnas	 Hoc pugnas 	 isto pertendeis 	
usageExample:n2823.sg01.s99.u01		citra puluerem, uel sine puluere aliquid contingere	 Citra pulverem , vel sine pulvere aliquid contingere 	 se diz , do que alguem alcançou facilmente , e sem trabalho 	
usageExample:n2825.sg01.s01.u01		omne tulit punctum	 Omne tulit punctum 	 levou todos os votos 	
usageExample:n2826.sg20.s01.u01		punctim, caesimque	 Punctim , caesimque 	 ás estocadas , ou cutiladas 	
usageExample:n2829.sg01.s01.u01		purus à scelere, uel sceleris, uel scelere	 Purus à scelere , vel sceleris , vel scelere 		
usageExample:n2829.sg01.s99.u01		argentû purum	 Argentû purum 	 prata liza , e sem lavores 	apud Cic.
usageExample:n2829.sg01.s99.u02		hasta pura	 Hasta pura 	 lança sem ferro , a qual se dava aos vencedores de alguma memoravel batalha 	apud Virg.
usageExample:n2832.sg01.s99.u01		putare aliquem aliquo in numero	 Putare aliquem aliquo in numero 	 fazer algum caso de alguem 	
usageExample:n2832.sg01.s99.u02		putare rationes, uel rationem cum aliquo	 Putare rationes , vel rationem cum aliquo 	 fazer contas com alguem 	
usageExample:n2838.sg01.s02.u01		insignis quà paternâ gloriâ, qua suâ	 Insignis quà paternâ gloriâ , qua suâ 	 insigne assim na gloria paterna , como na sua 	
usageExample:n2846.sg01.s01.u01		quaeso à uobis, ut & c	 Quaeso à vobis , ut & c 		
usageExample:n2846.sg01.s01.u02		deum quaesumus, ut & c	 Deum quaesumus , ut & c 		
usageExample:n2870.sg01.s01.u01		queror iniuriam, uel de iniuria	 Queror injuriam , vel de injuria 		
usageExample:n2870.sg01.s01.u02		multa de me questus est	 Multa de me questus est 		
usageExample:n2885.sg10.s99.u01		quid quaeris?	 Quid quaeris ? 	 em huma palavra , que quereis que vos diga ? 	
usageExample:n2885.sg10.s99.u02		quid sit?	 Quid sit ? 	 que será ? se , etc 	
usageExample:n2888.sg01.s01.u01		quinto quoque anno fiebat lustrum	 Quinto quoque anno fiebat lustrum 	 todos os cinco annos se fazia , etc 	
usageExample:n2888.sg01.s01.u02		decimus quisque militum	 Decimus quisque militum 	 hum de dez soldados 	
usageExample:n2888.sg01.s01.u03		primo quoque tempore	 primo quoque tempore 	 no primeiro tempo , que se offerecer 	
usageExample:n2888.sg01.s01.u04		maximus quisque	 Maximus quisque 	 todo o homem grande 	
usageExample:n2888.sg01.s01.u05		optima quaeque	 optima quaeque 	 todas as cousas boas 	
usageExample:n2888.sg01.s01.u06		altero quoque anno	 Altero quoque anno 	 de dous em dous annos 	
usageExample:n2891.sg10.s99.u01		quoad eius	 Quoad ejus 	 em quanto 	
usageExample:n2894.sg20.s02.u01		quòd si	 Quòd si 	 mas se 	
usageExample:n2902.sg01.s99.u01		quotquot annis	 Quotquot annis 	 cada anno 	
usageExample:n2903.sg01.s01.u01		quota hora est? … tertia, uel quarta	 Quota hora est ? … Tertia , vel quarta 	 Quantas horas saõ 	
usageExample:n2903.sg01.s02.u01		quotus quisque studet?	 Quotus quisque studet ? 	 Nenhum , ou poucos estudaõ 	
usageExample:n2905.sg01.s99.u01		radere aures alicuius	 Radere aures alicujus 	 offender as orelhas 	
usageExample:n2912.sg01.s01.u01		respicio	 Respicio 		
usageExample:n2912.sg01.s02.u01		redamo	 Redamo 		
usageExample:n2912.sg01.s03.u01		reluctor	 Reluctor 		
usageExample:n2912.sg01.s04.u01		reputo	 Reputo 		
usageExample:n2912.sg01.s05.u01		repuerasco	 Repuerasco 		
usageExample:n2912.sg01.s06.u01		redundo	 Redundo 		
usageExample:n2912.sg01.s07.u01		remoueo, repostus	 Removeo , Repostus 		id est, longè positus
usageExample:n2912.sg01.s08.u01		retego	 Retego 	 descobrir 	
usageExample:n2912.sg01.s08.u02		resigno	 Resigno 	 abrir , o que estava sellado , ou fechado com sinete 	
usageExample:n2914.sg01.s01.u01		in morbum recidere	 In morbum recidere 		
usageExample:n2914.sg01.s01.u02		ad nihilum recidere	 Ad nihilum recidere 	 vir a dar em nada 	
usageExample:n2916.sg01.s01.u01		domo, uel in domum se recondere	 Domo , vel in domum se recondere 		
usageExample:n2916.sg01.s01.u02		gladium in uaginam recondere	 gladium in vaginam recondere 	 embainhar 	
usageExample:n2918.sg01.s99.u01		reddere aliquid latinè	 Reddere aliquid latinè 	 verter em latim 	
usageExample:n2919.sg01.s99.u01		aliquid faciendum redimere	 Aliquid faciendum redimere 	 tomar alguma obra de empreitada 	
usageExample:n2922.sg01.s01.u01		fons redundat aquâ	 Fons redundat aquâ 		
usageExample:n2924.sg01.s99.u01		refellere testes	 Refellere testes 	 pôr contraditas ás testemunhas 	
usageExample:n2926.sg01.s01.u01		referre pedem	 Referre pedem 	 tornar para tras 	
usageExample:n2926.sg01.s01.u02		numerum referre	 Numerum referre 	 contar 	
usageExample:n2926.sg01.s01.u03		aliquid, uel de aliquo ad senatum referre	 aliquid , vel de aliquo ad Senatum referre 	 propôr alguma cousa no Senado 	
usageExample:n2926.sg01.s01.u04		aliquem in sanctorum numerum referre	 Aliquem in Sanctorum numerum referre 	 canonizar 	
usageExample:n2926.sg01.s02.u01		acceptum aliquid referre	 Acceptum aliquid referre 	 confessar ter recebido de alguem alguma cousa 	
usageExample:n2926.sg01.s99.u01		acceptum referre	 Acceptum referre 	 escrever , ou apontar a receita 	
usageExample:n2926.sg01.s99.u02		patris mores, os, uultumque refert	 Patris mores , os , vultumque refert 	 parece - se com o pay nos costumes , e feiçoens 	
usageExample:n2926.sg01.s99.u03		gratiam, uel gratias alicui referre	 Gratiam , vel gratias alicui referre 	 pagar a alguem por obra o bem , ou mal 	
usageExample:n2927.sg01.s01.u01		plurimum refert compositionis, uel ad compositionem	 Plurimum refert compositionis , vel ad compositionem 		
usageExample:n2927.sg01.s01.u02		meâ, & c	 Meâ , & c 		
usageExample:n2933.sg01.s99.u01		tibi refragatur ingenium	 Tibi refragatur ingenium 	 naõ nos ajuda o engenho 	
usageExample:n2936.sg01.s99.u01		e regione	 E regione 	 defronte , por linha direita 	
usageExample:n2939.sg01.s99.u01		reiicere sanguinem	 Rejicere sanguinem 	 lançar sangue 	
usageExample:n2943.sg01.s01.u01		religio latinè loquentibus	 Religio latinè loquentibus 	 he obrigaçaõ de officio 	
usageExample:n2943.sg01.s02.u01		iniicere, uel offerre alicui religionem	 injicere , vel offerre alicui religionem 	 meter scrupulo 	
usageExample:n2944.sg01.s99.u01		hoc mihi religiosum est	 Hoc mihi religiosum est 	 tenho escrupulo disto 	
usageExample:n2948.sg01.s99.u01		remetiri astra	 Remetiri astra 	 tornar a observar 	
usageExample:n2951.sg01.s99.u01		fraenos dolori remittere	 Fraenos dolori remittere 		i, laxare
usageExample:n2951.sg01.s99.u02		nuntium uxori remittere	 nuntium uxori remittere 		i, repudiare
usageExample:n2956.sg10.s99.u01		id ratum habeo, uel mihi ratum est	 id ratum habeo , vel mihi ratum est 	 approvo , e confirmo isto 	
usageExample:n2956.sg10.s99.u02		ratum aliquid facere	 Ratum aliquid facere 	 ratificar 	
usageExample:n2956.sg10.s99.u03		pro rata parte; uel pro rata	 Pro rata parte ; vel pro rata 	 com proporçaõ 	
usageExample:n2959.sg01.s02.u01		negligens reperiris	 Negligens reperiris 		
usageExample:n2959.sg01.s02.u02		grammaticam nescire repertus est	 Grammaticam nescire repertus est 		
usageExample:n2960.sg01.s03.u01		repetere urbem, domum, & c	 Repetere urbem , domum , & c 		
usageExample:n2960.sg01.s05.u01		repeto me à magistro uapulâsse	 Repeto me à Magistro vapulâsse 		
usageExample:n2960.sg01.s05.u02		repeto memoriâ tecum	 repeto memoriâ tecum 		
usageExample:n2960.sg01.s05.u03		repeto memoria uetera	 repeto memoria vetera 		
usageExample:n2960.sg01.s99.u01		altè, uel altiùs repetita oratio	 Altè , vel altiùs repetita oratio 		i, à principiis rerum exorsa
usageExample:n2960.sg01.s99.u02		poenas ab aliquo repetere	 Poenas ab aliquo repetere 	 tomar de alguem o devido castigo 	
usageExample:n2962.sg01.s01.u01		annalium memoriam replicare	 Annalium memoriam replicare 		
usageExample:n2964.sg01.s01.u01		nihil praeter laudem ex hostibus reportes	 Nihil praeter laudem ex hostibus reportes 		
usageExample:n2970.sg01.s99.u01		uirtus requiritur	 Virtus requiritur 	 requere - se , he necessaria 	
usageExample:n2971.sg01.s99.u01		ex re ipsa natum	 Ex re ipsa natum 	 o que naõ se diz de cuidado , mas occorre de repente 	
usageExample:n2971.sg01.s99.u02		é re nata	 É re nata 	 conforme a occasiaõ 	
usageExample:n2971.sg01.s99.u03		ab re	 Ab re 	 do successo 	interdum ponitur pro Ab eventu
usageExample:n2975.sg01.s02.u01		pila resilit à pariete	 Pila resilit à pariete 		
usageExample:n2975.sg01.s02.u02		resilit grando á culmine	 resilit grando á culmine 		
usageExample:n2975.sg01.s99.u01		hoc crimen à te resilit	 Hoc crimen à te resilit 	 naõ quadra , naõ assenta bem em vós este crime , que vos impoem 	
usageExample:n2976.sg01.s01.u01		uinum resipit picem	 Vinum resipit picem 	 Sabe a pez 	
